DATE,MEAN_TEMP,MEDIAN_TEMP,VAR_TEMP,TOTAL_PRCP,MEAN_PRCP,MEDIAN_PRCP,VAR_PRCP,MIN_PRCP,MAX_PRCP,MIN,MAX
1973-11-30,47.3367325749368,47.2,224.36717532859763,1873.1,0.08455669916937522,0.0,0.11918962786266311,0.0,18.23,-28.1,95.9
1973-12-31,38.19146304148271,38.1,253.09122410963644,2097.89,0.0917030205009398,0.0,0.09935561506912391,0.0,18.03,-41.8,91.4
1974-01-31,36.039548781015895,37.5,424.9135990861891,2012.11,0.08713073225652795,0.0,0.13108004860208483,0.0,18.15,-54.4,96.8
1974-02-28,38.035492687604886,38.6,278.5605240391589,1229.46,0.05895276912011508,0.0,0.04645106590954182,0.0,8.11,-49.0,90.9
1974-03-31,47.26855645545498,47.4,271.69673388715387,1806.26,0.07823032612932565,0.0,0.07783249701687625,0.0,17.09,-43.1,100.0
1974-04-30,54.8133877697519,55.2,173.6407773281383,1637.24,0.0734550675220961,0.0,0.10705787981201204,0.0,18.07,-32.1,100.0
1974-05-31,62.733984375,62.9,153.62495291611398,2068.26,0.08976822916666667,0.0,0.0929283806738024,0.0,8.54,-9.0,111.9
1974-06-30,70.29333303056451,70.6,101.21190395535065,1861.56,0.0845433489259276,0.0,0.09988888561056686,0.0,12.44,5.0,120.9
1974-07-31,75.39362990719358,76.6,76.05792717614138,1626.41,0.07086445035074725,0.0,0.07773719604814976,0.0,10.12,6.3,118.0
1974-08-31,72.45020092468565,73.0,69.81424408286655,2439.87,0.10542583070474873,0.0,0.1250945457798985,0.0,11.02,19.9,115.0
1974-09-30,65.0747678226928,65.1,115.89666499567045,1973.17,0.08852662748440936,0.0,0.10931447480467334,0.0,10.12,3.0,111.9
1974-10-31,56.435987261146494,56.7,130.12674508565334,1334.91,0.058237064828549,0.0,0.0887565577326347,0.0,18.07,-20.9,104.0
1974-11-30,46.37076861094946,45.5,175.40769235844488,1469.43,0.06577868302072609,0.0,0.0657049212019363,0.0,10.47,-35.0,95.0
1974-12-31,38.2344253679047,37.0,197.60520089618507,1621.34,0.07101173791170287,0.0,0.06878220090465773,0.0,18.03,-45.9,105.8
1975-01-31,36.93637440758294,36.7,296.30189666272753,1682.38,0.07382745304546252,0.0,0.051951558763565775,0.0,6.02,-48.8,93.0
1975-02-28,37.303835959712785,36.9,304.5817751642247,1557.79,0.07507059900727675,0.0,0.05702490947337132,0.0,5.04,-45.0,95.0
1975-03-31,42.55648526471355,41.8,251.72937828291782,1994.96,0.08671477005998435,0.0,0.0736877940587323,0.0,7.2,-36.0,99.0
1975-04-30,50.44286938867584,49.8,210.1706679979653,1557.34,0.07026122264831942,0.0,0.06884730136802267,0.0,11.18,-25.1,106.0
1975-05-31,63.74871783476289,64.2,124.48739624486846,1804.97,0.08021732367450336,0.0,0.08255962832387694,0.0,10.55,1.4,105.1
1975-06-30,70.16728575339965,71.6,97.86853635543233,1939.26,0.08849411335219494,0.0,0.08433220945286478,0.0,7.17,22.1,111.9
1975-07-31,75.16304309353156,76.2,59.040480505110644,2168.97,0.0959636315370321,0.0,0.13049385700212918,0.0,10.51,30.2,117.0
1975-08-31,73.75140613910574,75.1,73.76573816374926,1961.97,0.08702847764371895,0.0,0.09452124551822533,0.0,12.68,1.2,116.1
1975-09-30,65.63431172772599,64.8,105.22994388218538,1934.14,0.08385605896379797,0.0,0.0966369598558688,0.0,13.35,-0.4,109.9
1975-10-31,58.262118134384835,58.4,134.4591667552612,1601.68,0.06379416099095869,0.0,0.0766132306310844,0.0,8.11,-23.8,104.0
1975-11-30,48.11520752537338,49.1,231.1064700460517,1399.85,0.05775435266936216,0.0,0.05571895322918654,0.0,7.99,-29.2,96.1
1975-12-31,38.53428833645904,38.4,228.43145195660404,1431.37,0.05711543833047364,0.0,0.052572417200196044,0.0,5.63,-49.0,99.0
1976-01-31,34.070489126105315,34.5,289.9755142558669,1314.31,0.05235043415916514,0.0,0.04358050591038725,0.0,5.71,-52.6,96.1
1976-02-29,43.088033536585364,43.6,250.4810772084455,1130.8,0.047882791327913274,0.0,0.035706201124979686,0.0,5.04,-47.2,91.9
1976-03-31,46.523492291716586,46.7,249.20806174198472,1597.09,0.06378664430066298,0.0,0.05055786588863881,0.0,5.16,-50.8,100.9
1976-04-30,55.1977587343441,54.5,144.576389027035,1350.56,0.05564271588661832,0.0,0.0467633708389507,0.0,8.15,-23.8,100.0
1976-05-31,61.71242029276118,61.7,96.17958383874934,2029.85,0.08140565470222579,0.0,0.09125724840790451,0.0,10.35,-2.2,106.9
1976-06-30,70.35121022797799,71.7,92.16972306772584,1762.73,0.07293350986801274,0.0,0.07420931041668219,0.0,8.07,0.1,116.1
1976-07-31,74.19050046526682,74.8,67.21679274596417,1798.68,0.0727709673504066,0.0,0.08017251644465835,0.0,11.1,0.1,115.0
1976-08-31,72.48969692110327,73.0,71.3572470075264,1588.85,0.0636966805644644,0.0,0.06512363505132322,0.0,12.01,-10.8,114.1
1976-09-30,66.56236523192645,67.0,90.5535603714263,1701.34,0.0710965315503552,0.0,0.0754096212550507,0.0,11.69,1.0,111.9
1976-10-31,53.92532726237906,53.9,152.93169334128208,1745.56,0.07096349296690788,0.0,0.07201813900950063,0.0,7.01,-17.9,104.0
1976-11-30,42.95666360294118,42.9,204.9378941782048,943.77,0.03942889371657754,0.0,0.028943634550955003,0.0,3.98,-31.0,99.0
1976-12-31,35.25551290427965,35.3,257.66528262988504,1131.24,0.046195687683763476,0.0,0.03181109936965004,0.0,5.24,-41.8,99.0
1977-01-31,27.95347704299111,28.0,307.8247980144205,1158.16,0.04701660374294646,0.0,0.03453528946935146,0.0,7.76,-49.0,89.6
1977-02-28,38.74417076461117,38.7,231.8581498247852,835.92,0.03637756212193742,0.0,0.0384341660836901,0.0,12.05,-34.6,107.6
1977-03-31,47.23282538685099,46.8,185.17668373361857,1767.78,0.06942816746524232,0.0,0.07460942123711886,0.0,7.24,-38.0,96.1
1977-04-30,56.67064269036988,57.8,156.87079918139597,1285.81,0.05266906975791586,0.0,0.05351904323343337,0.0,7.05,-14.8,100.0
1977-05-31,64.1961189456731,65.8,124.57319989597082,1451.56,0.05702007306438307,0.0,0.06454299743646515,0.0,11.02,2.1,109.0
1977-06-30,71.06146229084148,71.8,108.5151458831217,1481.4,0.05987389863390187,0.0,0.05729258342685173,0.0,7.87,2.1,116.1
1977-07-31,75.69911536020311,77.0,87.16442457541821,1451.34,0.05757457949857188,0.0,0.05965490973898276,0.0,11.65,3.0,114.1
1977-08-31,73.37380600885767,74.2,91.35660017735051,2060.21,0.08220125284283605,0.0,0.08173093355999718,0.0,5.91,2.1,115.0
1977-09-30,68.16014663951121,68.2,110.87344362182054,1908.38,0.07773441955193483,0.0,0.09664619285573701,0.0,19.33,4.1,111.9
1977-10-31,56.793157811761,55.5,112.78376935068155,1390.7,0.05481239161280151,0.0,0.05518276800221034,0.0,6.65,2.1,106.0
1977-11-30,47.96396102555634,48.8,226.3451862749458,1658.36,0.06846785846992279,0.0,0.08689034856431953,0.0,14.02,-32.1,99.9
1977-12-31,38.03691629606099,38.1,284.023007938672,1697.17,0.06739080368487929,0.0,0.057142288437046405,0.0,5.05,-48.1,95.0
1978-01-31,31.156975602090128,30.7,292.567658100809,2005.2,0.07878049738734137,0.0,0.0760756697563614,0.0,7.95,-37.1,95.0
1978-02-28,32.390381062851745,31.6,266.85565631207857,986.29,0.04237186922713408,0.0,0.027924108485133724,0.0,5.47,-35.9,93.0
1978-03-31,44.246710475454194,44.2,240.39785902282898,1422.83,0.05499922690374951,0.0,0.045239412036976435,0.0,5.28,-28.1,100.4
1978-04-30,54.08369439457411,53.0,146.76661210896455,1426.59,0.05691561938958707,0.0,0.05997064501017405,0.0,17.13,1.9,102.9
1978-05-31,62.375134590805224,62.4,145.70794160691278,2098.41,0.0812738680816453,0.0,0.10971045791613605,0.0,13.27,1.0,109.0
1978-06-30,70.89702316213494,71.4,106.96440259473474,1517.76,0.06113836858006042,0.0,0.0712964884669644,0.0,7.72,6.1,115.0
1978-07-31,74.72508698541773,75.4,90.23673593249956,1745.34,0.0682333163923531,0.0,0.09028303477862912,0.0,12.13,9.0,116.1
1978-08-31,73.64353864260495,74.3,84.6906202995188,1621.71,0.0636214201647705,0.0,0.07485083003274277,0.0,10.28,8.1,118.9
1978-09-30,67.99458596150737,68.9,121.15949476609069,1365.86,0.05522642730066311,0.0,0.07728485026918094,0.0,12.13,5.0,109.0
1978-10-31,57.2794395465995,56.8,126.75685280509941,778.99,0.030659241183879093,0.0,0.025437196745391803,0.0,6.73,-10.1,107.1
1978-11-30,46.50232738240809,47.5,240.75061904807887,1341.8,0.05469144860194016,0.0,0.044772845321237334,0.0,5.28,-26.1,97.0
1978-12-31,36.04527060623446,35.8,289.1254795635888,1362.83,0.05212583668005354,0.0,0.0481167857251115,0.0,5.39,-46.8,91.0
1979-01-31,28.965562060889926,29.9,346.19779481659566,2034.31,0.0794032006245121,0.0,0.07453808403675179,0.0,5.83,-44.9,89.6
1979-02-28,31.860147409494907,33.1,357.6808943591226,1500.65,0.065061781920659,0.0,0.059671294526567886,0.0,7.87,-43.1,91.0
1979-03-31,45.94167642695401,45.9,187.33777614548137,1478.77,0.057732880456000626,0.0,0.05318207349268223,0.0,10.91,-25.1,98.1
1979-04-30,53.29174179588893,53.4,165.94959560763408,1796.1,0.07196778458949393,0.0,0.0954312094125184,0.0,16.22,-7.8,100.4
1979-05-31,61.941313178657914,62.0,114.57183286008105,1932.07,0.0754655886258886,0.0,0.08945916566476274,0.0,10.59,10.9,106.0
1979-06-30,69.875635893081,70.1,88.41489285933287,1471.29,0.05949654252092684,0.0,0.06578166580210246,0.0,5.47,23.0,118.9
1979-07-31,74.53831370850234,75.0,65.30370882927713,1973.46,0.07771669357697003,0.0,0.11807236979732069,0.0,11.85,29.1,122.9
1979-08-31,72.7941750245821,73.2,71.30929937543752,1757.4,0.06912094395280237,0.0,0.06412010120741586,0.0,6.69,28.9,117.0
1979-09-30,68.43279751948106,68.5,82.08346487450491,1905.85,0.0777548855615846,0.0,0.1652790922624421,0.0,10.83,22.1,115.9
1979-10-31,57.82890804143275,58.3,143.1590425192788,1209.16,0.047804222345220214,0.0,0.04626569590436301,0.0,12.01,1.2,106.0
1979-11-30,45.77709258413911,45.8,182.63952585933106,1369.34,0.056826160932896205,0.0,0.06198466404333271,0.0,11.5,-24.9,96.1
1979-12-31,40.082108638847096,39.5,180.4340271961807,1054.38,0.04174439781455381,0.0,0.03989490999850706,0.0,8.11,-39.1,96.1
